250.,0.0149156,0.0504264,0.0111554545,0.0183814,0.0830738,-0.0548309,-0.025788745499999998,0.047372191,0.060845199999999995,0.12945479999999998,-0.0331042045,-0.07039630000000001,0.02863559549999999,0.060864891,0.0781628
270.,0.058034,0.198927,0.03310022,0.0520758,0.312232,-0.21491059999999998,-0.08753377999999999,0.16207516,0.2031952,0.49826099999999995,-0.10974837,-0.269245,0.08303883,0.20314756,0.2546422
290.,0.0765504,0.265835,0.0311651,0.0454814,0.387133,-0.2852229,-0.0975525,0.18183889999999997,0.21948859999999998,0.641472,-0.1177681,-0.34423840000000006,0.0752965,0.21949640000000004,0.2649906
310.,0.0897927,0.313004,0.026593000000000006,0.0353022,0.414409,-0.3350892,-0.0975733,0.18231180000000002,0.20988580000000007,0.7204269999999999,-0.112313005,-0.3855157,0.061256794999999975,0.2098933,0.2417588
330.,0.105147,0.360632,0.022769499999999984,0.0266547,0.420263,-0.3890285,-0.09766550000000002,0.18110750000000003,0.19571829999999996,0.7787249999999999,-0.10551567199999998,-0.419792,0.04927962799999999,0.19567,0.2115103
350.,0.138979,0.440222,0.021151300000000012,0.0200314,0.414788,-0.4935033,-0.10801670000000002,0.19282370000000001,0.18721159999999992,0.8536500000000001,-0.104738995,-0.47792179999999995,0.041102605000000014,0.1871842,0.18216459999999998
370.,0.167715,0.519186,0.019413600000000003,0.0151037,0.402921,-0.585779,-0.11324039999999999,0.20069580000000004,0.17562829999999996,0.9080129999999998,-0.09803595000000001,-0.5067184,0.03401235,0.1756472,0.15580030000000006
390.,0.165861,0.545832,0.01615554999999999,0.01147,0.387371,-0.591992,-0.10179444999999998,0.18760990000000002,0.15418700000000007,0.8967369999999998,-0.08063880000000001,-0.468557,0.02653519999999998,0.15420889999999995,0.13348099999999993
410.,0.150457,0.539322,0.012767349999999983,0.00877849,0.370391,-0.554964,-0.08543065,0.1659933,0.13041851000000004,0.8466270000000001,-0.06240520000000002,-0.40504100000000004,0.02010331000000004,0.13032530000000003,0.11386950999999998
430.,0.130548,0.513777,0.009880550000000016,0.00677846,0.352375,-0.49973900000000004,-0.06930845,0.1424029,0.10785853999999995,0.7777979999999999,-0.0467211,-0.336591,0.01496844,0.10775390000000001,0.09763554
