250.,0.034362833908835315,0.12093974113550104,0.027638630723057736,0.03885476275555,0.1719539759151,-0.12817830598305285,-0.06124578984389005,0.11524056706393614,0.1370347107365645,0.28825680039996665,-0.07200747508819783,-0.15161800370530465,0.06550874405941377,0.13710719973656452,0.163392203777,-0.0003633115231946044,0.0006665395504732967,0.001423085791818868,0.000861282909293,-0.0011076530707419853,0.0020321254092188889,0.0012914921427399999,0.0026258530094100002
270.,0.11289677779867323,0.40284422242830453,0.06671344165671511,0.0967041181538,0.5820136636517,-0.42421926912183416,-0.17232182767279103,0.32732090400174124,0.3918144654224648,0.9653446033047621,-0.20490719072537772,-0.5042556747180091,0.16022690772280598,0.39209993902246476,0.4737795694230999,-0.000748344778060355,0.0013894833100180875,0.0024229023206041671,0.0017358909673200001,-0.0023155829220459336,0.0042994792511873202,0.0021570191756899999,0.0053711312081100001
290.,0.147192783274458,0.5333667573531804,0.06293025908619267,0.0844281886924,0.7161327929188,-0.5573254627077826,-0.19127569255291402,0.36566530848072687,0.42305339675233267,1.2327624973006903,-0.21870477065298452,-0.6389845592089797,0.14537040979113408,0.4222466067523327,0.4909048750278,-0.0009340390609347089,0.0017471548802826633,0.0026239444359763687,0.0021144141103100001,-0.0029237807980472654,0.0054689364108274985,0.0022907020500500001,0.0066182727522700003
310.,0.17073035082982488,0.6228601914758406,0.052922097881442705,0.06475133906715,0.7597339564940999,-0.6489816479489194,-0.1891268375595801,0.3629608200975483,0.40064953662168096,1.3724818740847482,-0.20548784231895778,-0.7088109181991138,0.11632895936462928,0.40035665662168096,0.4440915557058999,-0.0010057010416458555,0.0018939725828303667,0.0023942737505609564,0.0021811281016199998,-0.003197470090222373,0.0060211503350081873,0.0020248119908300001,0.0069335953929899998
330.,0.19945400614038353,0.7178661733543452,0.044983650616212775,0.04863254469783,0.76637544264,-0.7537562688250031,-0.18883610276097357,0.36035008219228426,0.37074461707137024,1.4750635359626503,-0.19231080009349222,-0.7699423547085427,0.09307801380763597,0.37261463707137016,0.38619772304089994,-0.0010735168047924539,0.0020167446504548662,0.0021827723498883079,0.00217721646602,-0.003466373497693043,0.0065109437311570819,0.0017668691240299999,0.0070284032457800004
350.,0.26578316883714914,0.8888565308642735,0.04263948426252032,0.036352681694189995,0.7522582964505,-0.9673736280998204,-0.2113116570849695,0.38932862722993705,0.35627634801515995,1.6235228638066452,-0.1917884648047033,-0.8758099330026893,0.07839707853632041,0.35630527501516,0.3299456008399,-0.0011901313714590002,0.0021672370148445304,0.0020207747595455852,0.0021060461154000002,-0.0039032193197012536,0.0071053017919988646,0.0015162370102999999,0.0069035687707300003
370.,0.31080139279237995,1.0544634164100017,0.03951585768163139,0.02714329791471,0.7240117643616,-1.1306216730401695,-0.21849206293529722,0.4071095681188895,0.3334929368253171,1.730346988067237,-0.1755883162970614,-0.9061027800471917,0.06558955849431088,0.33518015182531713,0.28007430418250007,-0.0011912980983781432,0.0021868992874909169,0.001783901239659613,0.0019405766676700001,-0.0039669884154628918,0.0072798442791930816,0.00125021890734,0.0064593912382600004
390.,0.3011710547220705,1.1189385844154973,0.03340918534234369,0.02056289470648,0.69505295841,-1.1329125138671319,-0.19556515528990195,0.38460976720226286,0.2961648302320729,1.7192536665511267,-0.14063253348780505,-0.8227410475284205,0.05045549887113125,0.296133629232073,0.2391156399254,-0.0010936017960491182,0.0021555408984647957,0.0015725944586245505,0.00186277603025,-0.0037009715050051687,0.0072916368072210988,0.00108246352094,0.0063012575256299998
410.,0.2698754665415451,1.120003384637614,0.025903880583602705,0.015742542536739998,0.6639887164709001,-1.0622247152188657,-0.16345818775126347,0.3451282671270845,0.2518277871004791,1.641112267789326,-0.10790132847093045,-0.7020513537477547,0.039103277773454154,0.2527752711004791,0.20542929258110001,-0.0009548277526980173,0.0020693311298420679,0.0013718047228416445,0.0018103015637500001,-0.0032844565731896909,0.0071144513001658808,0.000956496760721,0.0062241423901199999
430.,0.22852104608664509,1.060801459491496,0.020711241263125773,0.012087156383879999,0.6284833643086,-0.9437885194612848,-0.13084088981627653,0.2941450763738718,0.20917823912256367,1.4952296108023382,-0.07895958703462853,-0.571072178589115,0.028522412376797802,0.2059697161225637,0.17339046686889997,-0.0007649438856232593,0.0018338993303288534,0.0011151890739486182,0.0016628558916499999,-0.002669353513869965,0.0063944443780811905,0.000802277902099,0.00579832636343
